id,iteration_no,run_name,sent_id,error_type,gold_class,pred_class,gold_span,pred_span,eval_cond
351,first,mbert_train_diac,245,spurious,O,PERSON,,"(88,92)",diac
352,first,mbert_train_diac,247,missed,DATETIME,O,"(113,116)",,diac
353,first,mbert_train_diac,247,missed,PERIOD,O,"(190,190)",,diac
354,first,mbert_train_diac,247,missed,PERIOD,O,"(191,199)",,diac
355,first,mbert_train_diac,247,missed,FACILITY,O,"(220,220)",,diac
356,first,mbert_train_diac,247,missed,FACILITY,O,"(221,236)",,diac
357,first,mbert_train_diac,249,missed,PERSON,O,"(15,15)",,diac
358,first,mbert_train_diac,249,missed,PERSON,O,"(16,17)",,diac
359,first,mbert_train_diac,249,spurious,O,PERSON,,"(22,22)",diac
360,first,mbert_train_diac,249,spurious,O,PERSON,,"(23,23)",diac
361,first,mbert_train_diac,249,spurious,O,PERSON,,"(24,25)",diac
362,first,mbert_train_diac,251,missed,EVENT,O,"(79,79)",,diac
363,first,mbert_train_diac,251,spurious,O,PERSON,,"(40,40)",diac
364,first,mbert_train_diac,252,missed,NAT_REL_POL,O,"(117,117)",,diac
365,first,mbert_train_diac,252,missed,NAT_REL_POL,O,"(118,118)",,diac
366,first,mbert_train_diac,252,missed,NAT_REL_POL,O,"(119,125)",,diac
367,first,mbert_train_diac,252,missed,NAT_REL_POL,O,"(128,128)",,diac
368,first,mbert_train_diac,252,missed,NAT_REL_POL,O,"(129,129)",,diac
369,first,mbert_train_diac,252,missed,NAT_REL_POL,O,"(130,134)",,diac
370,first,mbert_train_diac,252,spurious,O,ORG,,"(82,82)",diac
371,first,mbert_train_diac,259,wrong_type,ORG,GPE,"(2,2)","(2,2)",
372,first,mbert_train_diac,259,wrong_type,LOC,ORG,"(20,22)","(20,22)",
373,first,mbert_train_diac,260,wrong_type,FACILITY,LOC,"(46,54)","(46,54)",
374,first,mbert_train_diac,269,wrong_type,GPE,ORG,"(8,8)","(8,8)",
375,first,mbert_train_diac,269,wrong_type,GPE,ORG,"(46,49)","(46,49)",
376,first,mbert_train_diac,269,wrong_type,GPE,ORG,"(7,7)","(7,7)",
377,first,mbert_train_diac,269,wrong_type,GPE,ORG,"(9,11)","(9,11)",
378,first,mbert_train_diac,270,wrong_boundary,DATETIME,DATETIME,"(43,50)","(43,54)",diac
379,first,mbert_train_diac,270,missed,ORDINAL,O,"(51,51)",,diac
380,first,mbert_train_diac,270,missed,ORDINAL,O,"(52,52)",,diac
381,first,mbert_train_diac,270,missed,ORDINAL,O,"(53,54)",,diac
382,first,mbert_train_diac,272,missed,ORDINAL,O,"(8,8)",,diac
383,first,mbert_train_diac,272,missed,ORDINAL,O,"(9,11)",,diac
384,first,mbert_train_diac,272,missed,ORG,O,"(73,73)",,diac
385,first,mbert_train_diac,273,wrong_boundary,ORG,ORG,"(13,19)","(13,17)",diac
386,first,mbert_train_diac,276,wrong_type,PERSON,NAT_REL_POL,"(95,101)","(95,101)",
387,first,mbert_train_diac,276,spurious,O,PERSON,,"(2,2)",diac
388,first,mbert_train_diac,276,spurious,O,LOC,,"(103,103)",diac
389,first,mbert_train_diac,276,spurious,O,GPE,,"(170,170)",diac
390,first,mbert_train_diac,276,spurious,O,GPE,,"(171,171)",diac
391,first,mbert_train_diac,276,spurious,O,GPE,,"(172,174)",diac
392,first,mbert_train_diac,277,spurious,O,PERSON,,"(8,8)",diac
393,first,mbert_train_diac,277,spurious,O,PERSON,,"(9,9)",diac
394,first,mbert_train_diac,277,spurious,O,PERSON,,"(10,10)",diac
395,first,mbert_train_diac,278,wrong_boundary,NUMERIC,NUMERIC,"(30,37)","(30,31)",diac
396,first,mbert_train_diac,278,spurious,O,NUMERIC,,"(35,37)",diac
397,first,mbert_train_diac,279,wrong_type,DATETIME,PERIOD,"(21,29)","(21,29)",
398,first,mbert_train_diac,279,wrong_boundary,EVENT,EVENT,"(51,53)","(51,51)",diac
399,first,mbert_train_diac,279,missed,NAT_REL_POL,O,"(57,57)",,diac
400,first,mbert_train_diac,280,spurious,O,ORG,,"(22,22)",diac
401,first,mbert_train_diac,280,spurious,O,ORG,,"(23,34)",diac
402,first,mbert_train_diac,281,wrong_boundary,ORG,ORG,"(13,23)","(4,23)",diac
403,first,mbert_train_diac,281,missed,PERSON,O,"(8,8)",,diac
404,first,mbert_train_diac,281,missed,PERSON,O,"(9,12)",,diac
405,first,mbert_train_diac,281,spurious,O,ORG,,"(3,3)",diac
406,first,mbert_train_diac,285,missed,PERSON,O,"(33,33)",,diac
407,first,mbert_train_diac,285,missed,PERSON,O,"(34,34)",,diac
408,first,mbert_train_diac,285,missed,PERSON,O,"(35,36)",,diac
409,first,mbert_train_diac,288,wrong_boundary,LOC,LOC,"(60,83)","(61,65)",diac
410,first,mbert_train_diac,288,missed,LOC,O,"(96,96)",,diac
411,first,mbert_train_diac,288,missed,LOC,O,"(97,97)",,diac
412,first,mbert_train_diac,288,missed,LOC,O,"(98,98)",,diac
413,first,mbert_train_diac,288,missed,LOC,O,"(99,107)",,diac
414,first,mbert_train_diac,288,spurious,O,PERSON,,"(37,37)",diac
415,first,mbert_train_diac,288,spurious,O,PERSON,,"(38,39)",diac
416,first,mbert_train_diac,288,spurious,O,LOC,,"(67,73)",diac
417,first,mbert_train_diac,288,spurious,O,LOC,,"(77,77)",diac
418,first,mbert_train_diac,288,spurious,O,LOC,,"(78,78)",diac
419,first,mbert_train_diac,288,spurious,O,LOC,,"(79,79)",diac
420,first,mbert_train_diac,288,spurious,O,LOC,,"(80,83)",diac
421,first,mbert_train_diac,289,wrong_boundary,PERSON,PERSON,"(39,45)","(39,41)",diac
422,first,mbert_train_diac,289,spurious,O,PERSON,,"(43,43)",diac
423,first,mbert_train_diac,289,spurious,O,PERSON,,"(44,45)",diac
424,first,mbert_train_diac,290,missed,ORG,O,"(29,44)",,diac
425,first,mbert_train_diac,292,spurious,O,ORG,,"(130,144)",diac
426,first,mbert_train_diac,292,spurious,O,ORG,,"(146,155)",diac
427,first,mbert_train_diac,296,wrong_boundary,ORG,ORG,"(31,79)","(31,57)",diac
428,first,mbert_train_diac,296,spurious,O,ORG,,"(63,79)",diac
429,first,mbert_train_diac,298,wrong_boundary,PERSON,PERSON,"(6,8)","(6,6)",diac
430,first,mbert_train_diac,298,wrong_boundary,ORG,ORG,"(38,52)","(38,50)",diac
431,first,mbert_train_diac,298,missed,WORK_OF_ART,O,"(60,86)",,diac
432,first,mbert_train_diac,298,missed,WORK_OF_ART,O,"(111,129)",,diac
433,first,mbert_train_diac,298,spurious,O,PERSON,,"(29,32)",diac
434,first,mbert_train_diac,298,spurious,O,NAT_REL_POL,,"(51,52)",diac
435,first,mbert_train_diac,298,spurious,O,GPE,,"(68,68)",diac
436,first,mbert_train_diac,298,spurious,O,GPE,,"(69,75)",diac
437,first,mbert_train_diac,298,spurious,O,PERSON,,"(115,115)",diac
438,first,mbert_train_diac,298,spurious,O,PERSON,,"(116,119)",diac
439,first,mbert_train_diac,299,missed,EVENT,O,"(22,22)",,diac
440,first,mbert_train_diac,299,missed,EVENT,O,"(23,37)",,diac
441,first,mbert_train_diac,299,spurious,O,PERSON,,"(75,75)",diac
442,first,mbert_train_diac,299,spurious,O,PERSON,,"(76,76)",diac
443,first,mbert_train_diac,299,spurious,O,PERSON,,"(77,77)",diac
444,first,mbert_train_diac,299,spurious,O,PERSON,,"(78,83)",diac
445,first,mbert_train_diac,302,wrong_type,GPE,PERSON,"(69,69)","(69,69)",
446,first,mbert_train_diac,302,wrong_type,GPE,PERSON,"(70,70)","(70,70)",
447,first,mbert_train_diac,302,wrong_type,GPE,PERSON,"(71,72)","(71,72)",
448,first,mbert_train_diac,302,wrong_boundary,DATETIME,DATETIME,"(35,40)","(35,43)",diac
449,first,mbert_train_diac,302,missed,LOC,O,"(92,92)",,diac
450,first,mbert_train_diac,302,missed,LOC,O,"(93,93)",,diac
451,first,mbert_train_diac,302,spurious,O,PERSON,,"(60,66)",diac
452,first,mbert_train_diac,302,spurious,O,PERSON,,"(118,120)",diac
453,first,mbert_train_diac,304,wrong_boundary,ORDINAL,ORDINAL,"(6,7)","(6,6)",diac
454,first,mbert_train_diac,307,spurious,O,PERSON,,"(3,6)",diac
455,first,mbert_train_diac,307,spurious,O,ORG,,"(18,18)",diac
456,first,mbert_train_diac,307,spurious,O,ORG,,"(20,21)",diac
457,first,mbert_train_diac,308,spurious,O,PERSON,,"(2,2)",diac
458,first,mbert_train_diac,308,spurious,O,PERSON,,"(3,3)",diac
459,first,mbert_train_diac,308,spurious,O,PERSON,,"(4,4)",diac
460,first,mbert_train_diac,308,spurious,O,PERSON,,"(5,5)",diac
461,first,mbert_train_diac,309,wrong_boundary,ORDINAL,ORDINAL,"(3,5)","(3,3)",diac
462,first,mbert_train_diac,309,wrong_boundary,DATETIME,DATETIME,"(17,22)","(18,22)",diac
463,first,mbert_train_diac,309,spurious,O,PERSON,,"(29,29)",diac
464,first,mbert_train_diac,309,spurious,O,PERSON,,"(53,55)",diac
465,first,mbert_train_diac,311,wrong_type,WORK_OF_ART,ORG,"(26,28)","(26,28)",
466,first,mbert_train_diac,311,missed,WORK_OF_ART,O,"(43,52)",,diac
467,first,mbert_train_diac,312,wrong_boundary,PERSON,PERSON,"(10,19)","(10,13)",diac
468,first,mbert_train_diac,312,spurious,O,PERSON,,"(16,19)",diac
469,first,mbert_train_diac,312,spurious,O,PERSON,,"(99,99)",diac
470,first,mbert_train_diac,312,spurious,O,PERSON,,"(100,101)",diac
471,first,mbert_train_diac,313,missed,WORK_OF_ART,O,"(41,52)",,diac
472,first,mbert_train_diac,313,spurious,O,PERSON,,"(109,109)",diac
473,first,mbert_train_diac,315,missed,PERIOD,O,"(8,11)",,diac
474,first,mbert_train_diac,315,missed,DATETIME,O,"(14,15)",,diac
475,first,mbert_train_diac,318,wrong_boundary,GPE,GPE,"(28,29)","(28,28)",diac
476,first,mbert_train_diac,318,wrong_boundary,ORG,ORG,"(50,59)","(50,66)",diac
477,first,mbert_train_diac,318,missed,GPE,O,"(61,61)",,diac
478,first,mbert_train_diac,318,missed,GPE,O,"(62,62)",,diac
479,first,mbert_train_diac,318,missed,GPE,O,"(63,63)",,diac
480,first,mbert_train_diac,318,missed,GPE,O,"(64,66)",,diac
481,first,mbert_train_diac,319,wrong_type,FACILITY,ORG,"(10,22)","(10,22)",
482,first,mbert_train_diac,319,wrong_boundary,WORK_OF_ART,WORK_OF_ART,"(56,74)","(59,74)",diac
483,first,mbert_train_diac,319,missed,WORK_OF_ART,O,"(55,55)",,diac
484,first,mbert_train_diac,321,missed,EVENT,O,"(3,3)",,diac
485,first,mbert_train_diac,321,missed,EVENT,O,"(4,4)",,diac
486,first,mbert_train_diac,321,missed,EVENT,O,"(5,5)",,diac
487,first,mbert_train_diac,321,missed,EVENT,O,"(6,11)",,diac
488,first,mbert_train_diac,323,spurious,O,PERSON,,"(11,16)",diac
489,first,mbert_train_diac,323,spurious,O,PERSON,,"(45,49)",diac
490,first,mbert_train_diac,325,wrong_boundary,PERSON,PERSON,"(33,33)","(33,39)",diac
491,first,mbert_train_diac,326,wrong_type,GPE,LOC,"(169,179)","(169,179)",
492,first,mbert_train_diac,326,missed,GPE,O,"(163,167)",,diac
493,first,mbert_train_diac,326,spurious,O,PERSON,,"(75,78)",diac
494,first,mbert_train_diac,326,spurious,O,LOC,,"(163,166)",diac
495,first,mbert_train_diac,329,missed,WORK_OF_ART,O,"(17,17)",,diac
496,first,mbert_train_diac,329,missed,WORK_OF_ART,O,"(18,18)",,diac
497,first,mbert_train_diac,329,missed,WORK_OF_ART,O,"(19,21)",,diac
498,first,mbert_train_diac,335,wrong_type,PERSON,WORK_OF_ART,"(72,72)","(72,72)",
499,first,mbert_train_diac,335,wrong_type,PERSON,WORK_OF_ART,"(73,80)","(73,80)",
500,first,mbert_train_diac,336,missed,FACILITY,O,"(4,4)",,diac
501,first,mbert_train_diac,336,missed,FACILITY,O,"(5,21)",,diac
502,first,mbert_train_diac,336,spurious,O,ORG,,"(12,21)",diac
503,first,mbert_train_diac,338,wrong_boundary,DATETIME,DATETIME,"(158,162)","(153,162)",diac
504,first,mbert_train_diac,338,spurious,O,PERSON,,"(11,11)",diac
505,first,mbert_train_diac,338,spurious,O,PERSON,,"(12,12)",diac
506,first,mbert_train_diac,338,spurious,O,PERSON,,"(13,20)",diac
507,first,mbert_train_diac,339,missed,ORG,O,"(16,16)",,diac
508,first,mbert_train_diac,341,wrong_boundary,DATETIME,DATETIME,"(21,30)","(27,30)",diac
509,first,mbert_train_diac,341,wrong_boundary,PERSON,PERSON,"(42,47)","(42,44)",diac
510,first,mbert_train_diac,342,wrong_boundary,EVENT,EVENT,"(69,81)","(69,85)",diac
511,first,mbert_train_diac,342,missed,DATETIME,O,"(85,85)",,diac
512,first,mbert_train_diac,343,wrong_boundary,DATETIME,DATETIME,"(49,49)","(49,50)",diac
513,first,mbert_train_diac,345,wrong_boundary,LOC,LOC,"(27,32)","(22,32)",diac
514,first,mbert_train_diac,346,spurious,O,NAT_REL_POL,,"(55,56)",diac
515,first,mbert_train_diac,348,wrong_type,FACILITY,ORG,"(52,65)","(52,65)",
516,first,mbert_train_diac,351,missed,LOC,O,"(18,29)",,diac
517,first,mbert_train_diac,351,spurious,O,ORDINAL,,"(37,37)",diac
518,first,mbert_train_diac,351,spurious,O,ORDINAL,,"(38,38)",diac
519,first,mbert_train_diac,354,missed,EVENT,O,"(146,148)",,diac
520,first,mbert_train_diac,355,spurious,O,EVENT,,"(19,20)",diac
521,first,mbert_train_diac,359,missed,PERSON,O,"(38,39)",,diac
522,first,mbert_train_diac,360,missed,ORG,O,"(37,37)",,diac
523,first,mbert_train_diac,360,missed,ORG,O,"(39,39)",,diac
524,first,mbert_train_diac,363,wrong_boundary,DATETIME,DATETIME,"(104,110)","(109,110)",diac
525,first,mbert_train_diac,363,missed,ORDINAL,O,"(86,86)",,diac
526,first,mbert_train_diac,367,wrong_boundary,PERSON,PERSON,"(81,86)","(81,87)",diac
527,first,mbert_train_diac,367,missed,PERSON,O,"(48,50)",,diac
528,first,mbert_train_diac,367,missed,GPE,O,"(98,98)",,diac
529,first,mbert_train_diac,367,missed,GPE,O,"(99,99)",,diac
530,first,mbert_train_diac,367,missed,GPE,O,"(100,100)",,diac
531,first,mbert_train_diac,367,missed,GPE,O,"(101,103)",,diac
532,first,mbert_train_diac,369,missed,ORDINAL,O,"(12,13)",,diac
533,first,mbert_train_diac,369,spurious,O,DATETIME,,"(3,4)",diac
534,first,mbert_train_diac,371,wrong_boundary,PERSON,PERSON,"(18,23)","(18,19)",diac
535,first,mbert_train_diac,371,wrong_boundary,PERSON,PERSON,"(39,40)","(39,41)",diac
536,first,mbert_train_diac,371,spurious,O,PERSON,,"(20,23)",diac
537,first,mbert_train_diac,373,spurious,O,PERSON,,"(6,6)",diac
538,first,mbert_train_diac,373,spurious,O,PERSON,,"(7,11)",diac
539,first,mbert_train_diac,375,wrong_boundary,ORG,ORG,"(58,61)","(58,65)",diac
540,first,mbert_train_diac,375,missed,PERSON,O,"(62,62)",,diac
541,first,mbert_train_diac,375,missed,PERSON,O,"(63,65)",,diac
542,first,mbert_train_diac,375,spurious,O,PERSON,,"(154,154)",diac
543,first,mbert_train_diac,375,spurious,O,PERSON,,"(155,155)",diac
544,first,mbert_train_diac,375,spurious,O,PERSON,,"(156,157)",diac
545,first,mbert_train_diac,376,wrong_boundary,PERIOD,PERIOD,"(8,15)","(8,8)",diac
546,first,mbert_train_diac,376,missed,NUMERIC,O,"(64,64)",,diac
547,first,mbert_train_diac,376,missed,NUMERIC,O,"(68,68)",,diac
548,first,mbert_train_diac,376,spurious,O,NUMERIC,,"(12,12)",diac
549,first,mbert_train_diac,376,spurious,O,DATETIME,,"(13,15)",diac
550,first,mbert_train_diac,376,spurious,O,DATETIME,,"(54,64)",diac
551,first,mbert_train_diac,378,spurious,O,PERSON,,"(29,29)",diac
552,first,mbert_train_diac,388,wrong_type,ORG,PERSON,"(131,136)","(131,136)",
553,first,mbert_train_diac,388,wrong_boundary,EVENT,EVENT,"(49,51)","(49,58)",diac
554,first,mbert_train_diac,388,wrong_boundary,GPE,GPE,"(108,110)","(108,108)",diac
555,first,mbert_train_diac,388,missed,EVENT,O,"(8,8)",,diac
556,first,mbert_train_diac,388,missed,EVENT,O,"(9,11)",,diac
557,first,mbert_train_diac,388,missed,PERSON,O,"(53,53)",,diac
558,first,mbert_train_diac,388,missed,PERSON,O,"(54,54)",,diac
559,first,mbert_train_diac,388,missed,PERSON,O,"(55,55)",,diac
560,first,mbert_train_diac,388,missed,PERSON,O,"(56,56)",,diac
561,first,mbert_train_diac,388,missed,PERSON,O,"(57,58)",,diac
562,first,mbert_train_diac,388,missed,PERSON,O,"(126,129)",,diac
563,first,mbert_train_diac,388,spurious,O,EVENT,,"(4,4)",diac
564,first,mbert_train_diac,388,spurious,O,EVENT,,"(5,5)",diac
565,first,mbert_train_diac,388,spurious,O,EVENT,,"(6,6)",diac
566,first,mbert_train_diac,390,wrong_type,FACILITY,ORG,"(41,50)","(41,50)",
567,first,mbert_train_diac,390,wrong_boundary,PERSON,PERSON,"(6,39)","(6,28)",diac
568,first,mbert_train_diac,390,spurious,O,PERSON,,"(36,39)",diac
569,first,mbert_train_diac,391,missed,GPE,O,"(83,86)",,diac
570,first,mbert_train_diac,391,missed,ORDINAL,O,"(121,121)",,diac
571,first,mbert_train_diac,391,missed,ORDINAL,O,"(122,122)",,diac
572,first,mbert_train_diac,391,missed,ORDINAL,O,"(123,126)",,diac
573,first,mbert_train_diac,391,missed,EVENT,O,"(143,143)",,diac
574,first,mbert_train_diac,391,missed,EVENT,O,"(144,153)",,diac
575,first,mbert_train_diac,391,spurious,O,NAT_REL_POL,,"(105,110)",diac
576,first,mbert_train_diac,391,spurious,O,DATETIME,,"(153,153)",diac
577,first,mbert_train_diac,392,wrong_type,GPE,LOC,"(73,75)","(73,75)",
578,first,mbert_train_diac,393,spurious,O,PERSON,,"(39,39)",diac
579,first,mbert_train_diac,393,spurious,O,PERSON,,"(40,40)",diac
580,first,mbert_train_diac,393,spurious,O,PERSON,,"(41,43)",diac
581,first,mbert_train_diac,393,spurious,O,PERSON,,"(50,50)",diac
582,first,mbert_train_diac,393,spurious,O,PERSON,,"(51,51)",diac
583,first,mbert_train_diac,393,spurious,O,PERSON,,"(52,52)",diac
584,first,mbert_train_diac,393,spurious,O,PERSON,,"(53,58)",diac
585,first,mbert_train_diac,396,spurious,O,PERSON,,"(3,3)",diac
586,first,mbert_train_diac,398,wrong_boundary,LOC,LOC,"(148,152)","(150,152)",diac
587,first,mbert_train_diac,398,missed,GPE,O,"(73,73)",,diac
588,first,mbert_train_diac,398,missed,GPE,O,"(74,78)",,diac
589,first,mbert_train_diac,398,missed,NAT_REL_POL,O,"(122,128)",,diac
590,first,mbert_train_diac,398,missed,LOC,O,"(146,146)",,diac
591,first,mbert_train_diac,398,missed,LOC,O,"(147,147)",,diac
592,first,mbert_train_diac,398,missed,GPE,O,"(162,162)",,diac
593,first,mbert_train_diac,398,missed,GPE,O,"(163,164)",,diac
594,first,mbert_train_diac,399,wrong_boundary,PERSON,PERSON,"(4,16)","(4,9)",diac
595,first,mbert_train_diac,399,spurious,O,PERSON,,"(11,15)",diac
596,first,mbert_train_diac,403,missed,GPE,O,"(10,10)",,diac
597,first,mbert_train_diac,403,missed,GPE,O,"(11,11)",,diac
598,first,mbert_train_diac,403,missed,GPE,O,"(12,15)",,diac
599,first,mbert_train_diac,404,wrong_boundary,GPE,GPE,"(10,11)","(10,10)",diac
600,first,mbert_train_diac,404,missed,LOC,O,"(51,51)",,diac
601,first,mbert_train_diac,404,missed,LOC,O,"(52,53)",,diac
602,first,mbert_train_diac,404,spurious,O,LOC,,"(4,4)",diac
603,first,mbert_train_diac,404,spurious,O,LOC,,"(5,9)",diac
604,first,mbert_train_diac,407,spurious,O,PERSON,,"(29,29)",diac
605,first,mbert_train_diac,409,spurious,O,PERSON,,"(61,62)",diac
606,first,mbert_train_diac,414,wrong_type,LOC,GPE,"(22,22)","(22,22)",
607,first,mbert_train_diac,414,missed,LOC,O,"(40,58)",,diac
608,first,mbert_train_diac,415,missed,ORG,O,"(41,41)",,diac
609,first,mbert_train_diac,415,missed,ORG,O,"(42,42)",,diac
610,first,mbert_train_diac,415,missed,ORG,O,"(43,50)",,diac
611,first,mbert_train_diac,415,missed,ORG,O,"(52,52)",,diac
612,first,mbert_train_diac,415,missed,ORG,O,"(53,55)",,diac
613,first,mbert_train_diac,417,wrong_type,GPE,LOC,"(5,8)","(5,8)",
614,first,mbert_train_diac,418,missed,ORDINAL,O,"(17,17)",,diac
615,first,mbert_train_diac,420,missed,EVENT,O,"(8,15)",,diac
616,first,mbert_train_diac,421,wrong_boundary,ORG,ORG,"(36,47)","(40,47)",diac
617,first,mbert_train_diac,423,missed,PERSON,O,"(7,10)",,diac
618,first,mbert_train_diac,423,spurious,O,ORG,,"(3,3)",diac
619,first,mbert_train_diac,423,spurious,O,ORG,,"(4,4)",diac
620,first,mbert_train_diac,423,spurious,O,ORG,,"(5,10)",diac
621,first,mbert_train_diac,425,missed,ORDINAL,O,"(9,9)",,diac
622,first,mbert_train_diac,426,wrong_boundary,ORG,ORG,"(43,51)","(43,44)",diac
623,first,mbert_train_diac,426,missed,FACILITY,O,"(78,81)",,diac
624,first,mbert_train_diac,426,spurious,O,PERSON,,"(5,5)",diac
625,first,mbert_train_diac,426,spurious,O,PERSON,,"(6,6)",diac
626,first,mbert_train_diac,426,spurious,O,PERSON,,"(7,13)",diac
627,first,mbert_train_diac,426,spurious,O,ORG,,"(78,78)",diac
628,first,mbert_train_diac,427,missed,ORDINAL,O,"(88,93)",,diac
629,first,mbert_train_diac,428,wrong_boundary,LOC,LOC,"(78,82)","(82,82)",diac
630,first,mbert_train_diac,428,missed,LOC,O,"(76,76)",,diac
631,first,mbert_train_diac,428,missed,LOC,O,"(77,77)",,diac
632,first,mbert_train_diac,429,wrong_boundary,FACILITY,FACILITY,"(23,28)","(23,29)",diac
633,first,mbert_train_diac,431,wrong_type,ORG,FACILITY,"(58,64)","(58,64)",
634,first,mbert_train_diac,431,wrong_type,ORG,FACILITY,"(57,57)","(57,57)",
635,first,mbert_train_diac,431,wrong_boundary,EVENT,EVENT,"(20,36)","(20,37)",diac
636,first,mbert_train_diac,431,missed,DATETIME,O,"(37,37)",,diac
637,first,mbert_train_diac,434,wrong_boundary,DATETIME,DATETIME,"(45,51)","(45,45)",diac
638,first,mbert_train_diac,434,wrong_boundary,PERSON,PERSON,"(110,117)","(110,115)",diac
639,first,mbert_train_diac,434,spurious,O,DATETIME,,"(46,51)",diac
640,first,mbert_train_diac,434,spurious,O,PERSON,,"(73,73)",diac
641,first,mbert_train_diac,434,spurious,O,PERSON,,"(116,117)",diac
642,first,mbert_train_diac,441,missed,ORDINAL,O,"(8,8)",,diac
643,first,mbert_train_diac,441,missed,ORDINAL,O,"(9,10)",,diac
644,first,mbert_train_diac,443,wrong_boundary,ORG,ORG,"(9,17)","(9,26)",diac
645,first,mbert_train_diac,443,wrong_boundary,PERSON,PERSON,"(43,44)","(43,43)",diac
646,first,mbert_train_diac,443,missed,GPE,O,"(21,26)",,diac
647,first,mbert_train_diac,444,wrong_type,ORG,FACILITY,"(2,2)","(2,2)",
648,first,mbert_train_diac,444,wrong_type,ORG,FACILITY,"(3,5)","(3,5)",
649,first,mbert_train_diac,445,wrong_boundary,ORG,ORG,"(49,55)","(49,49)",diac
650,first,mbert_train_diac,445,wrong_boundary,ORG,ORG,"(103,106)","(103,103)",diac
651,first,mbert_train_diac,450,wrong_boundary,PERIOD,PERIOD,"(41,56)","(51,51)",diac
652,first,mbert_train_diac,450,spurious,O,DATETIME,,"(41,50)",diac
653,first,mbert_train_diac,450,spurious,O,PERIOD,,"(52,56)",diac
654,first,mbert_train_diac,452,wrong_boundary,PERSON,PERSON,"(68,70)","(68,76)",diac
655,first,mbert_train_diac,452,missed,PERSON,O,"(75,75)",,diac
656,first,mbert_train_diac,452,missed,PERSON,O,"(76,76)",,diac
657,first,mbert_train_diac,452,spurious,O,PERSON,,"(84,84)",diac
658,first,mbert_train_diac,453,wrong_boundary,EVENT,EVENT,"(23,24)","(23,23)",diac
659,first,mbert_train_diac,453,spurious,O,NUMERIC,,"(24,24)",diac
660,first,mbert_train_diac,456,wrong_boundary,PERSON,PERSON,"(8,19)","(8,17)",diac
661,first,mbert_train_diac,456,wrong_boundary,PERSON,PERSON,"(29,37)","(29,33)",diac
662,first,mbert_train_diac,456,spurious,O,PERSON,,"(34,37)",diac
663,first,mbert_train_diac,458,spurious,O,PERSON,,"(52,52)",diac
664,first,mbert_train_diac,458,spurious,O,PERSON,,"(53,53)",diac
665,first,mbert_train_diac,461,wrong_boundary,PERSON,PERSON,"(26,30)","(26,26)",diac
